transport_,new_source,new_destination
iterator_v2: 198,vertica_writer.content.otahotel_matching,vertica_writer.dm_maker_sandbox.hotel_bookable
iterator_v2: 1326,vertica_writer.payota.user_credit_card,vertica_writer.analytics.crm_generate_tickets
iterator_v2: 1447,vertica_writer.extranet.hotels_rateplan_tags,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v2
iterator_v2: 1624,vertica_writer.weblogs2.hc_displays,vertica_writer.dm_maker_sandbox.extranet_hotels_hotelpages_displays
iterator_v2: 1035,vertica_writer.public.booking_history,vertica_writer.dm_maker_sandbox.cancellation_dashboard_net_bookings_daily_v10
iterator_v2: 1165,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.order_extra_profit_override_v6
iterator_v2: 1419,vertica_writer.hotcore.hotel_bans_partner_contract_slugs,vertica_writer.dm_maker_sandbox.feed_why_not_selling_dashboard_data
iterator_v2: 950,vertica_writer.dimensions.session_channel_level,vertica_writer.analytics.cost_marketing
iterator_v2: 1374,vertica_writer.static.brand_name,vertica_writer.analytics.cost_marketing
iterator_v2: 1570,vertica_writer.transfers.transfer_order_options,vertica_writer.dm_maker_sandbox.transfer_order
iterator_v1: 111,vertica_writer.hotcore.request,vertica_writer.hotcore.request_agg
iterator_v2: 758,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.l2b_partner_hotel
iterator_v2: 921,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.precheck_ops_monitoring_alt
iterator_v2: 1132,vertica_writer.transfers.transfer_amount_settings_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1221,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 539,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.comparison_sessions
iterator_v2: 1174,vertica_writer.cltv.user_understanding_v2,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v3
iterator_v2: 1125,vertica_writer.mailota.mail_mailcontact_subscriptions_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 462,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.agent_booking
iterator_v2: 107,vertica_writer.ppc.yandex_account,vertica_writer.ppc.yandex_sessions_cost_after_20180101
iterator_v2: 362,vertica_writer.dm_maker_sandbox.booking_channels_for_test2,vertica_writer.dm_maker_sandbox.booking_channels_smeared_for_test2
iterator_v1: 77,vertica_writer.public.booking,vertica_writer.analytics.product_dashboard_source
iterator_v2: 624,vertica_writer.static.brand_name,vertica_writer.analytics.cost_plan
iterator_v2: 775,vertica_writer.dimensions.session_channel_level,vertica_writer.dimensions.session_channel_level
iterator_v2: 138,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.mail_utm_campaign
iterator_v2: 1223,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 455,vertica_writer.hotcore.bar_rates,vertica_writer.dm_maker_sandbox.bar_coverage
iterator_v1: 63,vertica_writer.v_monitor.error_messages,vertica_writer.analytics.vertica_query_requests_agg
iterator_v2: 1013,vertica_writer.hotcore.hotel_bans_feeds_group,vertica_writer.dm_maker_sandbox.tpp_feedmanager_source
iterator_v2: 1451,vertica_writer.actualize.order_hotcore_rate,vertica_writer.analytics.fraudulent_order_detailed
iterator_v2: 967,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.tpp_feed_status_v110
iterator_v2: 1295,vertica_writer.partners.payment_payotapaymentorder,vertica_writer.dm_maker_sandbox.too_many_cards_overpay
iterator_v2: 295,vertica_writer.ostrota.monitoring_errorcodegroup,vertica_writer.analytics.failed_orderitem
iterator_v2: 928,vertica_writer.analytics.order_base_history,vertica_writer.dm_maker_sandbox.order_base_history_info_v3
iterator_v2: 452,vertica_writer.content.otachain,vertica_writer.dm_maker_sandbox.bar_rates_prices
iterator_v2: 619,vertica_writer.analytics.currency_history,vertica_writer.analytics.cost_cpc
iterator_v2: 37,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.kpis_cpc_costs
iterator_v2: 1651,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.extranet_inventory_data_v1
iterator_v2: 1270,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.blog_article_economics_v6
iterator_v2: 1527,vertica_writer.asterisk.cdr_channels,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1135,vertica_writer.rnd.bandit_pricing_actions,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 287,vertica_writer.metasearch.taxation,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 745,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.inc_res_cost_model_costs
iterator_v2: 206,vertica_writer.ostrota.orders_orderhotcorerate,vertica_writer.dm_maker_sandbox.b2c_markup_v1
iterator_v2: 1521,vertica_writer.crm.tickets_queue,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1181,vertica_writer.logs.dzen_access_json,vertica_writer.dm_maker_sandbox.web_analytics_monitoring_funnel_v6
iterator_v2: 979,vertica_writer.partners.partners_partner_segmentation_data,vertica_writer.dm_maker_sandbox.b2b_product_monitoring
iterator_v2: 415,vertica_writer.static.smearing_channels_excluded,vertica_writer.attribution.booking_channels_not_paid_locale
iterator_v2: 897,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.extranet_availability_metric
iterator_v2: 642,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.hotelpage_show_dashboard_data
iterator_v2: 1430,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.order_tpp_credit_line_date
iterator_v2: 761,vertica_writer.crm.inbox2_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 39,vertica_writer.metasearch.dapi_clicklog,vertica_writer.analytics.metasearch_dapi_cost
iterator_v2: 1377,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.attribution_proportion_smearing_test2
iterator_v2: 168,vertica_writer.partners.payment_payotapaymentorder,vertica_writer.dm_maker_sandbox.payment_payotapaymentorder_ordergroup_int
iterator_v2: 367,vertica_writer.analytics.otahotel,vertica_writer.analytics.webuser_info
iterator_v2: 1137,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 794,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.payota_data_v6
iterator_v2: 730,vertica_writer.diadmin.tpp_financialentity,vertica_writer.dm_maker_sandbox.tpp_payments_test_17_09_2020
iterator_v2: 655,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.cost_of_sale
iterator_v2: 1289,vertica_writer.payota.user_credit_card,vertica_writer.dm_maker_sandbox.antifraud_too_many_cards
iterator_v2: 209,vertica_writer.content.hotels2_otaimagecategory,vertica_writer.dm_maker_sandbox.hotel_gallery
iterator_v2: 1448,vertica_writer.extranet.hotels_rateallotmentplan,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v2
iterator_v2: 785,vertica_writer.analytics.order_shipping_type,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v6
iterator_v2: 57,vertica_writer.dimensions.session_partner,vertica_writer.dimensions.session_partner
iterator_v2: 764,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_chrome_extension
iterator_v2: 504,vertica_writer.crm.tpp,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 1222,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 1471,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.opscost_front_inboxes
iterator_v2: 1295,vertica_writer.partners.partners_contractdata,vertica_writer.dm_maker_sandbox.too_many_cards_overpay
iterator_v2: 1265,vertica_writer.diadmin.marketing_costsource,vertica_writer.analytics.cost_marketing
iterator_v2: 1563,vertica_writer.public.region2geo,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v1: 54,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.media_revenue
iterator_v2: 408,vertica_writer.metasearch.report_clicktripz_cost_daily,vertica_writer.analytics.meta_costs
iterator_v2: 1543,vertica_writer.analytics.rate_parity,vertica_writer.dm_maker_sandbox.rate_parity_snapshot
iterator_v2: 692,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_cancellation
iterator_v2: 698,vertica_writer.weblogs2.sessions_tags_v2,vertica_writer.dm_maker_sandbox.sessions_overwrite_weight
iterator_v1: 22,vertica_writer.criteo.cost_per_session,vertica_writer.analytics.cpc_cost
iterator_v2: 1250,vertica_writer.analytics.dc_requests_completed,vertica_writer.dm_maker_sandbox.dc_query_requests
iterator_v1: 116,vertica_writer.metasearch.dapi_clicklog,vertica_writer.fortemp.dapi_session_cost
iterator_v2: 1419,vertica_writer.google_spreadsheet.tpp_distribution_control_bans,vertica_writer.dm_maker_sandbox.feed_why_not_selling_dashboard_data
iterator_v2: 859,vertica_writer.crm.partner_contract_to_agency_chain,vertica_writer.dm_maker_sandbox.b2b_contracts
iterator_v2: 1221,vertica_writer.analytics.rebook,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 926,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.order_commission_v2
iterator_v2: 113,vertica_writer.partners.partners_legalentity,vertica_writer.dm_maker_sandbox.b2b_booking
iterator_v2: 1044,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v2
iterator_v2: 684,vertica_writer.public.upsell,vertica_writer.dm_maker_sandbox.booking_base_v2
iterator_v2: 1104,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.hotelpage_show_dashboard_data
iterator_v2: 436,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.description_snapshot
iterator_v2: 71,vertica_writer.ostrota.orders_orderitemrebookhistory,vertica_writer.analytics.rebook
iterator_v2: 1460,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.override_price_modificator
iterator_v2: 1506,vertica_writer.hotcore.hotel_bans_partner_contract_slugs,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1164,vertica_writer.payota.payment,vertica_writer.dm_maker_sandbox.booking_process_v2
iterator_v2: 1256,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.b2b_product_metrics_dashboard_br
iterator_v2: 1333,vertica_writer.content.content_snapshot_history,vertica_writer.dm_maker_sandbox.matching_sessions_v6
iterator_v2: 866,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination
iterator_v2: 206,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.dm_maker_sandbox.b2c_markup_v1
iterator_v2: 616,vertica_writer.media.report_intentmedia_daily,vertica_writer.dm_maker_sandbox.sessions_intentmedia
iterator_v1: 29,vertica_writer.public.otahotel,vertica_writer.analytics.cpc_cost
iterator_v2: 720,vertica_writer.analytics.ota_users,vertica_writer.analytics.b2b_chrome_extension
iterator_v2: 1051,vertica_writer.crm.inbox2_history,vertica_writer.dm_maker_sandbox.precheck_ops_report
iterator_v2: 1388,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v10
iterator_v2: 1363,vertica_writer.analytics.extranet_availability,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v4
iterator_v2: 90,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.analytics.extranet_hotels_visits
iterator_v2: 530,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_extra_profit_override
iterator_v2: 1103,vertica_writer.avia.avia_add_service,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1573,vertica_writer.avia.avia_order,vertica_writer.dm_maker_sandbox.transfer_order
iterator_v2: 385,vertica_writer.mobile.facebook_reports,vertica_writer.dm_maker_sandbox.facebook_cost_per_campaign_v2
iterator_v2: 1053,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.loyalty_model_v1
iterator_v2: 975,vertica_writer.partners.order_carorderitem,vertica_writer.dm_maker_sandbox.b2b_partner_credit_risk
iterator_v2: 1643,vertica_writer.analytics_sandbox.bcom_rates_daily_v3_20230901,vertica_writer.dm_maker_sandbox.bcom_rates_hotel_supply_metrics
iterator_v2: 1186,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.discrepancy_tool_v5
iterator_v2: 706,vertica_writer.static.domain,vertica_writer.analytics.order_brand
iterator_v2: 451,vertica_writer.content.otachain_owner,vertica_writer.dm_maker_sandbox.bar_rates_prices
iterator_v2: 879,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 812,vertica_writer.crm.handmade_upsell_to_action,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_action_log
iterator_v2: 1365,vertica_writer.analytics.otahotel,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v1: 119,vertica_writer.analytics.hit_funnel,vertica_writer.fortemp.cpc_cost
iterator_v2: 634,vertica_writer.analytics.sessions,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 358,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.webuser_info_v2
iterator_v2: 1584,vertica_writer.payota.payment_log,vertica_writer.dm_maker_sandbox.serp_analytics_mart_v2
iterator_v2: 673,vertica_writer.ostrota.orders_orderhotcorerate,vertica_writer.dm_maker_sandbox.booking_base
iterator_v2: 1567,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.search_destination_v4
iterator_v2: 1013,vertica_writer.hotcore.hotel_bans_supplier_feeds,vertica_writer.dm_maker_sandbox.tpp_feedmanager_source
iterator_v2: 1463,vertica_writer.analytics.order_shipping,vertica_writer.analytics.fraudulent_order_detailed
iterator_v2: 451,vertica_writer.hotcore.bar_rates,vertica_writer.dm_maker_sandbox.bar_rates_prices
iterator_v2: 146,vertica_writer.partners.b2b_b2bordergroup,vertica_writer.dm_maker_sandbox.ordergroup_payment
iterator_v2: 375,vertica_writer.metasearch.reports_kayak_bob_daily,vertica_writer.analytics_sandbox.metasearch_cost_20190530
iterator_v2: 386,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.analytics.hotelpage_show_dashboard
iterator_v2: 588,vertica_writer.t1.target,vertica_writer.dm_maker_sandbox.cost_fact
iterator_v2: 1354,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_partners_splitting_v1
iterator_v2: 1475,vertica_writer.etl.ticker_calendar_date,vertica_writer.dm_maker_sandbox.etg_structure_snapshot
iterator_v1: 62,vertica_writer.hotcore.request_ods,vertica_writer.analytics.metarates_agg
iterator_v2: 724,vertica_writer.diadmin.tpp_financialentity,vertica_writer.dm_maker_sandbox.tpp_payments_test_15_09_2020
iterator_v2: 1426,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v4_history,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 1583,vertica_writer.content.translation2_sitedataregion,vertica_writer.dm_maker_sandbox.region_v4
iterator_v2: 634,vertica_writer.static.smearing_channels_excluded,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 459,vertica_writer.hotcore.bar_rates_agg_room_v,vertica_writer.analytics.partner_bar_rates_coverage
iterator_v2: 916,vertica_writer.analytics.order_base_history,vertica_writer.dm_maker_sandbox.order_base_history_info_v2
iterator_v2: 512,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.fidelity_transactions_economics
iterator_v2: 790,vertica_writer.payota.payment,vertica_writer.dm_maker_sandbox.payota_data_v5
iterator_v2: 486,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 1490,vertica_writer.hotcore.hotel_bans_otahotels,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 90,vertica_writer.analytics.sessions,vertica_writer.analytics.extranet_hotels_visits
iterator_v2: 708,vertica_writer.ostrota.orders_orderitem,vertica_writer.analytics.orderitem
iterator_v2: 885,vertica_writer.analytics.calendar,vertica_writer.dm_maker_sandbox.search_destination_V2
iterator_v2: 755,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_action_log
iterator_v2: 1346,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v2
iterator_v2: 1340,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v5
iterator_v2: 985,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v2
iterator_v2: 1563,vertica_writer.static.geo_info,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 1079,vertica_writer.avia.avia_booking,vertica_writer.dm_maker_sandbox.completeness_history_check
iterator_v2: 393,vertica_writer.metasearch.reports_tripadvisor_pixel_conversions,vertica_writer.analytics_sandbox.metasearch_cost_20190530
iterator_v1: 116,vertica_writer.analytics.currency_converter,vertica_writer.fortemp.dapi_session_cost
iterator_v2: 923,vertica_writer.public.booking,vertica_writer.analytics.session_adunit
iterator_v2: 1107,vertica_writer.analytics.extranet_availability,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 556,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 438,vertica_writer.analytics.hit_funnel,vertica_writer.content.hotel_gallery_snapshot
iterator_v2: 1223,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 1247,vertica_writer.analytics.order_rebook,vertica_writer.analytics.order_forecast_adjusted
iterator_v2: 861,vertica_writer.public.booking_history,vertica_writer.dm_maker_sandbox.order_repeat_user
iterator_v2: 1604,vertica_writer.dm_maker_sandbox.install_session,vertica_writer.dm_maker_sandbox.install_session_test
iterator_v2: 247,vertica_writer.ppc.google_ad,vertica_writer.dm_maker_sandbox.session_sem_type
iterator_v2: 384,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.channels_not_paid_for_test
iterator_v2: 1109,vertica_writer.static.domain,vertica_writer.dm_maker_sandbox.order_brand_v2
iterator_v2: 463,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.dapi_clicklog
iterator_v2: 1113,vertica_writer.dm_maker_sandbox.order_test_3,vertica_writer.dm_maker_sandbox.order_test_3
iterator_v2: 1069,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v4
iterator_v2: 486,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 1278,vertica_writer.public.booking,vertica_writer.analytics.payment_delays_snapshot
iterator_v2: 107,vertica_writer.weblogs2.sessions_sem_parsed_from,vertica_writer.ppc.yandex_sessions_cost_after_20180101
iterator_v2: 1125,vertica_writer.mailota.mail_mailcontact_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 524,vertica_writer.public.booking,vertica_writer.rnd.fnb_predictions_within_2_days
iterator_v2: 1132,vertica_writer.transfers.transfer_amount_settings,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 896,vertica_writer.hotcore.request_otahotel,vertica_writer.dm_maker_sandbox.extranet_availability_metric
iterator_v2: 455,vertica_writer.content.chain,vertica_writer.dm_maker_sandbox.bar_coverage
iterator_v2: 565,vertica_writer.olap.brand_name,vertica_writer.dm_maker_sandbox.session_olap
iterator_v2: 611,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.ma_revenue_sessions
iterator_v2: 858,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_sales_manager_desktop
iterator_v2: 1651,vertica_writer.diadmin.core_geo,vertica_writer.dm_maker_sandbox.extranet_inventory_data_v1
iterator_v2: 1084,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v5
iterator_v2: 1030,vertica_writer.extranet.availability,vertica_writer.dm_maker_sandbox.extranet_availability_metric_v2
iterator_v2: 1177,vertica_writer.sqleditor.sql_query_log,vertica_writer.monitoring.dwh_object_meta_data
iterator_v2: 1610,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.serp_df
iterator_v2: 1577,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_managers_financial_metrics
iterator_v2: 1292,vertica_writer.payota.payment,vertica_writer.dm_maker_sandbox.too_many_cards_overpay
iterator_v2: 1129,vertica_writer.crm.b2bgroup_accommodation_additional_services_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 851,vertica_writer.analytics.product_sessions,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 1259,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.blog_article_economics_v4
iterator_v2: 1215,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_api_l2b_v2
iterator_v2: 663,vertica_writer.analytics.agent_team_history,vertica_writer.analytics.agent_booking
iterator_v2: 1394,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.session_multichannel_v7
iterator_v2: 284,vertica_writer.metasearch.report_tripadvisor_click_cost_daily,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 200,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.b2c_markup
iterator_v2: 1436,vertica_writer.google_spreadsheet.ad_campaigns,vertica_writer.analytics.kpis_revenue_multichannel
iterator_v2: 920,vertica_writer.analytics.order_pos,vertica_writer.dm_maker_sandbox.order_session_v_last_hit_id
iterator_v2: 1137,vertica_writer.content.otahotel_content_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 518,vertica_writer.content.content_snapshot,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v1: 21,vertica_writer.retargeting.facebook_cost_per_session,vertica_writer.analytics.cpc_cost
iterator_v2: 1535,vertica_writer.content.content_snapshot,vertica_writer.dm_maker_sandbox.hotel_data_crm_new
iterator_v2: 975,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_partner_credit_risk
iterator_v2: 1123,vertica_writer.ostrota.auth_user_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1383,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.session_multichannel_v6
iterator_v2: 357,vertica_writer.metasearch.taxation,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1012,vertica_writer.analytics.sessions,vertica_writer.analytics.cost_marketing
iterator_v2: 195,vertica_writer.ppc.yandex_sessions_cost_after_20180101,vertica_writer.ppc.yandex_sessions_cost
iterator_v2: 1192,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v1
iterator_v2: 645,vertica_writer.analytics.hotel,vertica_writer.analytics.inventory_dahsboard_data
iterator_v2: 1590,vertica_writer.asterisk.countries,vertica_writer.dm_maker_sandbox.opscost_attribution_entities
iterator_v2: 1078,vertica_writer.partners.b2b_b2bsalesregion_history,vertica_writer.dm_maker_sandbox.completeness_history_check
iterator_v2: 797,vertica_writer.partners.b2b_b2bordergroup,vertica_writer.dm_maker_sandbox.payota_data_v7
iterator_v2: 752,vertica_writer.weblogs2.hc_block,vertica_writer.dm_maker_sandbox.sessions_other_media
iterator_v1: 130,vertica_writer.public.booking,vertica_writer.analytics.l2b_dashboard_source
iterator_v2: 1142,vertica_writer.partners.referral_program_referee,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1054,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.l2b_by_region
iterator_v2: 1287,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.precheck_ops_report_v3
iterator_v2: 1343,vertica_writer.partners.partners_manager,vertica_writer.dm_maker_sandbox.b2b_partner_check
iterator_v2: 1102,vertica_writer.partners.b2b_b2bordergroup,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 889,vertica_writer.dimensions.session_channel_level,vertica_writer.analytics.cost_marketing
iterator_v2: 1028,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.sales_structure_v110
iterator_v1: 39,vertica_writer.public.booking_cancellation,vertica_writer.analytics.product_bookings_v2
iterator_v2: 1148,vertica_writer.partners.partners_partner_segmentation_data,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v2
iterator_v2: 1348,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.blog_article_economics_v6
iterator_v2: 533,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.inventory_score_on_metarates
iterator_v2: 705,vertica_writer.ostrota.partners_orderpartnerdata,vertica_writer.analytics.order_shipping_type
iterator_v2: 1158,vertica_writer.partners.b2b_creditlimitlog,vertica_writer.dm_maker_sandbox.b2b_antifraud_tool
iterator_v2: 808,vertica_writer.crm.confirmation2_history,vertica_writer.dm_maker_sandbox.ops_costs_incident_prevention_action_log_history
iterator_v2: 1559,vertica_writer.crm.action_log_action,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 713,vertica_writer.weblogs2.hit_funnel_extras,vertica_writer.dm_maker_sandbox.bce_hit_funnel
iterator_v2: 317,vertica_writer.cl.time,vertica_writer.dm_maker_sandbox.parsed_call_log_v2
iterator_v2: 1012,vertica_writer.diadmin.marketing_costtype,vertica_writer.analytics.cost_marketing
iterator_v2: 513,vertica_writer.content.content_snapshot,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 1564,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.direct_supply_actions_cohorts_v1
iterator_v2: 434,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.amenity_snapshot
iterator_v1: 47,vertica_writer.ostrota.orders_booklog,vertica_writer.analytics.product_bookings_v2
iterator_v2: 1516,vertica_writer.crm.tickets_ticket,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1571,vertica_writer.partners.partners_contractdata,vertica_writer.dm_maker_sandbox.transfer_order_v2
iterator_v2: 60,vertica_writer.public.booking_channels_normal_history,vertica_writer.analytics.kpis_attribution_normalized
iterator_v2: 506,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 1330,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels
iterator_v2: 1299,vertica_writer.hotcore.suppliers_connection_history,vertica_writer.analytics.supplier_feed_status
iterator_v2: 1435,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.kpis_revenue_multichannel_v3
iterator_v2: 771,vertica_writer.ostrota.fidelity_fidelityaccount,vertica_writer.dm_maker_sandbox.order_descriptive_attributes
iterator_v2: 817,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.booking_session_smearing
iterator_v2: 1164,vertica_writer.payota.payment_log,vertica_writer.dm_maker_sandbox.booking_process_v2
iterator_v2: 1338,vertica_writer.analytics.extranet_availability,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v2
iterator_v2: 37,vertica_writer.analytics.sessions,vertica_writer.analytics.kpis_cpc_costs
iterator_v2: 545,vertica_writer.partners.partners_partner,vertica_writer.analytics.b2b_partner
iterator_v2: 560,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_channels
iterator_v2: 807,vertica_writer.analytics.order_base,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v9
iterator_v2: 1397,vertica_writer.analytics.product_sessions,vertica_writer.analytics.b2b_product_conversion
